+--------+-----------+----------+------------------+--------------+-------------------------------+----------------+-------------------------------+--------------+
|   Best |     Epoch |   Trades |    Win Draw Loss |   Avg profit |                        Profit |   Avg duration |                  Max Drawdown |    Objective |
|        |  731/2000 |      218 |    137    0   81 |        1.31% |      5717.118 USDT  (142.93%) |        4:38:00 |       978.076 USDT   (48.85%) | -5,717.11799 |
|        |  732/2000 |      141 |    101    0   40 |        1.74% |      4898.406 USDT  (122.46%) |        4:27:00 |       338.493 USDT   (16.91%) | -4,898.40640 |
|        |  733/2000 |      199 |    134    0   65 |        1.54% |      6133.133 USDT  (153.33%) |        4:09:00 |       701.088 USDT   (35.02%) | -6,133.13315 |
|        |  734/2000 |      169 |    107    0   62 |        1.53% |      5163.386 USDT  (129.08%) |        4:57:00 |       808.604 USDT   (40.39%) | -5,163.38608 |
|        |  735/2000 |      161 |    102    0   59 |        1.42% |      4586.437 USDT  (114.66%) |        4:47:00 |       786.968 USDT   (39.31%) | -4,586.43711 |
|        |  736/2000 |      204 |    123    0   81 |        1.33% |      5417.718 USDT  (135.44%) |        4:08:00 |       866.118 USDT   (43.26%) | -5,417.71823 |
|        |  737/2000 |      236 |    144    0   92 |        0.96% |      4547.480 USDT  (113.69%) |        3:53:00 |       830.628 USDT   (41.49%) | -4,547.48012 |
|        |  738/2000 |      272 |    159    0  113 |        1.12% |      6115.443 USDT  (152.89%) |        4:10:00 |       895.112 USDT   (44.71%) | -6,115.44319 |
|        |  739/2000 |      204 |    121    0   83 |        0.85% |      3457.295 USDT   (86.43%) |        4:46:00 |      1122.047 USDT   (56.05%) | -3,457.29529 |
|        |  740/2000 |      152 |    102    0   50 |        1.80% |      5491.419 USDT  (137.29%) |        4:39:00 |       793.635 USDT   (39.64%) | -5,491.41891 |
|        |  741/2000 |      224 |    130    0   94 |        0.90% |      4041.455 USDT  (101.04%) |        4:34:00 |       864.727 USDT   (43.19%) | -4,041.45539 |
|        |  742/2000 |      248 |    152    0   96 |        1.23% |      6129.802 USDT  (153.25%) |        4:09:00 |      1013.880 USDT   (50.64%) | -6,129.80230 |
|        |  743/2000 |      261 |    159    0  102 |        1.26% |      6594.916 USDT  (164.87%) |        4:05:00 |       837.205 USDT   (41.82%) | -6,594.91627 |
|        |  744/2000 |      235 |    138    0   97 |        1.23% |      5809.812 USDT  (145.25%) |        4:33:00 |       806.672 USDT   (40.29%) | -5,809.81229 |
|        |  745/2000 |      325 |    178    0  147 |        0.73% |      4770.800 USDT  (119.27%) |        3:59:00 |       840.591 USDT   (41.99%) | -4,770.80041 |
|        |  746/2000 |      260 |    156    0  104 |        1.06% |      5511.787 USDT  (137.79%) |        3:45:00 |       800.893 USDT   (40.00%) | -5,511.78694 |
|        |  747/2000 |      245 |    139    0  106 |        1.08% |      5293.403 USDT  (132.34%) |        4:19:00 |       845.388 USDT   (42.23%) | -5,293.40269 |
|        |  748/2000 |      257 |    155    0  102 |        1.28% |      6566.169 USDT  (164.15%) |        4:10:00 |      1007.356 USDT   (50.32%) | -6,566.16859 |
|        |  749/2000 |      241 |    143    0   98 |        1.26% |      6086.779 USDT  (152.17%) |        4:16:00 |       888.867 USDT   (44.40%) | -6,086.77878 |
|        |  750/2000 |      152 |     94    0   58 |        1.53% |      4655.899 USDT  (116.40%) |        5:31:00 |       528.713 USDT   (26.41%) | -4,655.89875 |
|        |  751/2000 |      220 |    136    0   84 |        1.33% |      5852.049 USDT  (146.30%) |        4:25:00 |       906.537 USDT   (45.28%) | -5,852.04879 |
|        |  752/2000 |      275 |    156    0  119 |        0.93% |      5140.835 USDT  (128.52%) |        4:03:00 |      1015.123 USDT   (50.71%) | -5,140.83460 |
|        |  753/2000 |      163 |    102    0   61 |        1.21% |      3963.619 USDT   (99.09%) |        4:33:00 |      1262.318 USDT   (63.05%) | -3,963.61856 |
|        |  754/2000 |      210 |    126    0   84 |        0.80% |      3371.356 USDT   (84.28%) |        4:04:00 |      1548.098 USDT   (77.33%) | -3,371.35635 |
|        |  755/2000 |      254 |    150    0  104 |        1.10% |      5570.675 USDT  (139.27%) |        4:11:00 |      1037.533 USDT   (51.82%) | -5,570.67528 |
|        |  756/2000 |      206 |    124    0   82 |        1.21% |      4980.008 USDT  (124.50%) |        4:20:00 |       872.099 USDT   (43.56%) | -4,980.00835 |
|        |  757/2000 |      300 |    165    0  135 |        0.74% |      4467.899 USDT  (111.70%) |        3:46:00 |      1074.314 USDT   (53.66%) | -4,467.89917 |
|        |  758/2000 |      213 |    130    0   83 |        1.05% |      4473.637 USDT  (111.84%) |        4:01:00 |       772.071 USDT   (38.57%) | -4,473.63707 |
|        |  759/2000 |      239 |    142    0   97 |        1.03% |      4915.233 USDT  (122.88%) |        4:20:00 |      1229.378 USDT   (61.41%) | -4,915.23298 |
|        |  760/2000 |      215 |    136    0   79 |        1.44% |      6207.490 USDT  (155.19%) |        4:17:00 |       831.476 USDT   (41.53%) | -6,207.49027 |
|        |  761/2000 |      231 |    137    0   94 |        1.34% |      6207.642 USDT  (155.19%) |        4:31:00 |      1010.720 USDT   (50.49%) | -6,207.64222 |
|        |  762/2000 |      266 |    154    0  112 |        0.99% |      5273.341 USDT  (131.83%) |        3:43:00 |       984.270 USDT   (49.16%) | -5,273.34139 |
|        |  763/2000 |      263 |    161    0  102 |        1.30% |      6846.486 USDT  (171.16%) |        4:16:00 |       895.112 USDT   (44.71%) | -6,846.48563 |
|        |  764/2000 |      192 |    114    0   78 |        0.97% |      3737.150 USDT   (93.43%) |        4:30:00 |      1224.243 USDT   (61.15%) | -3,737.15033 |
|        |  765/2000 |      206 |    127    0   79 |        1.41% |      5797.212 USDT  (144.93%) |        4:23:00 |      1284.151 USDT   (64.14%) | -5,797.21168 |
|        |  766/2000 |      243 |    146    0   97 |        1.33% |      6462.099 USDT  (161.55%) |        4:17:00 |      1007.356 USDT   (50.32%) | -6,462.09939 |
|        |  767/2000 |      247 |    148    0   99 |        0.84% |      4164.580 USDT  (104.11%) |        3:40:00 |      1251.042 USDT   (62.49%) | -4,164.58022 |
|        |  768/2000 |      270 |    149    0  121 |        0.96% |      5194.280 USDT  (129.86%) |        4:44:00 |      1025.026 USDT   (51.20%) | -5,194.28037 |
|        |  769/2000 |      198 |    128    0   70 |        1.26% |      4984.467 USDT  (124.61%) |        4:03:00 |       846.329 USDT   (42.27%) | -4,984.46733 |
|        |  770/2000 |      177 |    118    0   59 |        1.51% |      5356.117 USDT  (133.90%) |        4:09:00 |       520.059 USDT   (25.98%) | -5,356.11692 |
|        |  771/2000 |      217 |    133    0   84 |        1.15% |      5007.468 USDT  (125.19%) |        3:38:00 |       966.239 USDT   (48.26%) | -5,007.46767 |
|        |  772/2000 |      130 |     94    0   36 |        1.98% |      5158.591 USDT  (128.96%) |        5:33:00 |       562.926 USDT   (28.12%) | -5,158.59064 |
|        |  773/2000 |      175 |    110    0   65 |        1.68% |      5890.500 USDT  (147.26%) |        5:01:00 |       830.159 USDT   (41.47%) | -5,890.49981 |
|        |  774/2000 |      286 |    162    0  124 |        0.93% |      5301.401 USDT  (132.54%) |        4:05:00 |      1015.123 USDT   (50.71%) | -5,301.40110 |
|        |  775/2000 |      231 |    145    0   86 |        0.57% |      2645.185 USDT   (66.13%) |        4:42:00 |       882.348 USDT   (44.07%) | -2,645.18467 |
|        |  776/2000 |      201 |    122    0   79 |        1.27% |      5118.451 USDT  (127.96%) |        4:18:00 |       832.716 USDT   (41.59%) | -5,118.45137 |
|        |  777/2000 |      190 |    117    0   73 |        1.40% |      5318.685 USDT  (132.97%) |        4:09:00 |       937.592 USDT   (46.83%) | -5,318.68464 |
|        |  778/2000 |      273 |    162    0  111 |        1.16% |      6360.101 USDT  (159.00%) |        4:11:00 |       944.547 USDT   (47.18%) | -6,360.10053 |
|        |  779/2000 |      236 |    143    0   93 |        1.08% |      5123.410 USDT  (128.09%) |        4:57:00 |       858.786 USDT   (42.90%) | -5,123.40997 |
|        |  780/2000 |      335 |    186    0  149 |        0.76% |      5111.805 USDT  (127.80%) |        3:44:00 |      1020.149 USDT   (50.96%) | -5,111.80468 |
|        |  781/2000 |      170 |    107    0   63 |        1.58% |      5386.304 USDT  (134.66%) |        4:57:00 |       824.218 USDT   (41.17%) | -5,386.30374 |
|        |  782/2000 |      427 |    228    0  199 |        0.48% |      4133.104 USDT  (103.33%) |        3:22:00 |       947.592 USDT   (47.33%) | -4,133.10436 |
|        |  783/2000 |      248 |    151    0   97 |        0.61% |      3053.070 USDT   (76.33%) |        3:33:00 |      1163.778 USDT   (58.13%) | -3,053.07014 |
|        |  784/2000 |      143 |     98    0   45 |        1.80% |      5165.205 USDT  (129.13%) |        5:00:00 |       838.160 USDT   (41.87%) | -5,165.20518 |
|        |  785/2000 |      195 |    120    0   75 |        1.06% |      4146.928 USDT  (103.67%) |        4:04:00 |       744.953 USDT   (37.21%) | -4,146.92832 |
|        |  786/2000 |      296 |    174    0  122 |        1.06% |      6308.015 USDT  (157.70%) |        4:00:00 |       935.897 USDT   (46.75%) | -6,308.01526 |
|        |  787/2000 |      209 |    128    0   81 |        1.00% |      4187.657 USDT  (104.69%) |        5:11:00 |       976.994 USDT   (48.80%) | -4,187.65688 |
|        |  788/2000 |      314 |    182    0  132 |        0.77% |      4835.113 USDT  (120.88%) |        5:01:00 |       953.557 USDT   (47.63%) | -4,835.11270 |
|        |  789/2000 |      332 |    192    0  140 |        0.70% |      4629.749 USDT  (115.74%) |        5:09:00 |       898.047 USDT   (44.86%) | -4,629.74931 |
|        |  790/2000 |      254 |    151    0  103 |        1.15% |      5838.802 USDT  (145.97%) |        4:01:00 |       802.157 USDT   (40.07%) | -5,838.80177 |
|        |  791/2000 |      328 |    187    0  141 |        0.86% |      5672.142 USDT  (141.80%) |        3:53:00 |       920.933 USDT   (46.00%) | -5,672.14219 |
|        |  792/2000 |      210 |    122    0   88 |        1.15% |      4821.589 USDT  (120.54%) |        4:18:00 |       896.239 USDT   (44.77%) | -4,821.58858 |
|        |  793/2000 |      258 |    151    0  107 |        0.86% |      4448.679 USDT  (111.22%) |        5:06:00 |       867.496 USDT   (43.33%) | -4,448.67946 |
|        |  794/2000 |      285 |    173    0  112 |        0.95% |      5440.234 USDT  (136.01%) |        4:35:00 |       732.559 USDT   (36.59%) | -5,440.23424 |
|        |  795/2000 |      190 |    116    0   74 |        0.93% |      3530.796 USDT   (88.27%) |        5:03:00 |       781.917 USDT   (39.06%) | -3,530.79587 |
|        |  796/2000 |      338 |    203    0  135 |        0.67% |      4555.736 USDT  (113.89%) |        4:50:00 |      1186.033 USDT   (59.24%) | -4,555.73610 |
|        |  797/2000 |      304 |    176    0  128 |        0.97% |      5884.661 USDT  (147.12%) |        3:49:00 |       968.739 USDT   (48.39%) | -5,884.66131 |
|        |  798/2000 |      382 |    233    0  149 |        0.45% |      3449.516 USDT   (86.24%) |        4:54:00 |      1267.953 USDT   (63.33%) | -3,449.51619 |
|        |  799/2000 |      194 |    122    0   72 |        1.40% |      5424.952 USDT  (135.62%) |        4:15:00 |       862.304 USDT   (43.07%) | -5,424.95175 |
|        |  800/2000 |      190 |    118    0   72 |        1.41% |      5364.352 USDT  (134.11%) |        4:24:00 |       767.885 USDT   (38.36%) | -5,364.35219 |
|        |  801/2000 |      249 |    153    0   96 |        1.24% |      6199.066 USDT  (154.98%) |        4:03:00 |       667.016 USDT   (33.32%) | -6,199.06614 |
|        |  802/2000 |      220 |    120    0  100 |        0.67% |      2939.174 USDT   (73.48%) |        4:20:00 |      1362.719 USDT   (68.07%) | -2,939.17364 |
|        |  803/2000 |      238 |    145    0   93 |        1.19% |      5691.086 USDT  (142.28%) |        4:18:00 |       886.614 USDT   (44.29%) | -5,691.08591 |
|        |  804/2000 |      149 |     95    0   54 |        1.46% |      4359.479 USDT  (108.99%) |        3:43:00 |       250.744 USDT   (12.52%) | -4,359.47888 |
|        |  805/2000 |      280 |    162    0  118 |        0.89% |      4983.573 USDT  (124.59%) |        3:41:00 |      1057.695 USDT   (52.83%) | -4,983.57277 |
|        |  806/2000 |      232 |    142    0   90 |        1.27% |      5890.683 USDT  (147.27%) |        4:22:00 |       506.024 USDT   (25.28%) | -5,890.68261 |
|        |  807/2000 |      150 |    102    0   48 |        1.80% |      5417.336 USDT  (135.43%) |        4:34:00 |       338.493 USDT   (16.91%) | -5,417.33628 |
|        |  808/2000 |      185 |    119    0   66 |        1.47% |      5443.818 USDT  (136.10%) |        4:46:00 |       933.280 USDT   (46.62%) | -5,443.81842 |
|        |  809/2000 |      233 |    142    0   91 |        1.15% |      5371.745 USDT  (134.29%) |        4:07:00 |       786.937 USDT   (39.31%) | -5,371.74459 |
|        |  810/2000 |      193 |    119    0   74 |        1.03% |      3978.856 USDT   (99.47%) |        3:55:00 |       870.012 USDT   (43.46%) | -3,978.85566 |
|        |  811/2000 |      247 |    148    0   99 |        0.94% |      4639.636 USDT  (115.99%) |        3:40:00 |       388.445 USDT   (19.40%) | -4,639.63604 |
|        |  812/2000 |      223 |    130    0   93 |        1.19% |      5300.877 USDT  (132.52%) |        4:04:00 |       779.151 USDT   (38.92%) | -5,300.87733 |
|        |  813/2000 |      129 |     91    0   38 |        2.12% |      5470.780 USDT  (136.77%) |        5:06:00 |       388.445 USDT   (19.40%) | -5,470.78048 |
|        |  814/2000 |      170 |    107    0   63 |        1.36% |      4629.146 USDT  (115.73%) |        4:44:00 |      1056.663 USDT   (52.78%) | -4,629.14622 |
|        |  815/2000 |      211 |    134    0   77 |        1.30% |      5488.843 USDT  (137.22%) |        4:00:00 |       882.065 USDT   (44.06%) | -5,488.84343 |
|        |  816/2000 |      174 |    108    0   66 |        1.27% |      4439.231 USDT  (110.98%) |        4:01:00 |       726.939 USDT   (36.31%) | -4,439.23088 |
|        |  817/2000 |      253 |    147    0  106 |        0.86% |      4345.024 USDT  (108.63%) |        3:53:00 |      1304.715 USDT   (65.17%) | -4,345.02364 |
|        |  818/2000 |      322 |    183    0  139 |        0.74% |      4758.433 USDT  (118.96%) |        3:24:00 |      1097.326 USDT   (54.81%) | -4,758.43307 |
|        |  819/2000 |      234 |    145    0   89 |        1.33% |      6227.097 USDT  (155.68%) |        4:14:00 |      1015.123 USDT   (50.71%) | -6,227.09694 |
|        |  820/2000 |      131 |     88    0   43 |        1.49% |      3906.336 USDT   (97.66%) |        4:30:00 |      1025.109 USDT   (51.20%) | -3,906.33641 |
|        |  821/2000 |      268 |    157    0  111 |        1.17% |      6277.876 USDT  (156.95%) |        4:12:00 |      1010.137 USDT   (50.46%) | -6,277.87587 |
|        |  822/2000 |      229 |    137    0   92 |        1.29% |      5894.692 USDT  (147.37%) |        4:15:00 |      1007.940 USDT   (50.35%) | -5,894.69157 |
|        |  823/2000 |      249 |    148    0  101 |        1.10% |      5469.700 USDT  (136.74%) |        4:30:00 |      1016.661 USDT   (50.78%) | -5,469.70020 |
|        |  824/2000 |      141 |     88    0   53 |        1.55% |      4378.435 USDT  (109.46%) |        4:47:00 |       688.908 USDT   (34.41%) | -4,378.43475 |
|        |  825/2000 |      164 |    104    0   60 |        1.48% |      4848.441 USDT  (121.21%) |        4:42:00 |      1671.181 USDT   (83.48%) | -4,848.44147 |
|        |  826/2000 |      159 |    105    0   54 |        1.86% |      5925.174 USDT  (148.13%) |        4:52:00 |       777.631 USDT   (38.84%) | -5,925.17402 |
|        |  827/2000 |      231 |    139    0   92 |        1.23% |      5671.746 USDT  (141.79%) |        4:36:00 |       799.513 USDT   (39.94%) | -5,671.74600 |
|        |  828/2000 |      260 |    149    0  111 |        1.07% |      5584.335 USDT  (139.61%) |        4:21:00 |      1013.297 USDT   (50.61%) | -5,584.33547 |
|        |  829/2000 |      162 |     90    0   72 |       -0.62% |     -2016.192 USDT  (-50.40%) |        6:35:00 |      2095.080 USDT  (104.65%) |  2,016.19178 |
|        |  830/2000 |      281 |    117    0  164 |       -0.36% |     -2044.650 USDT  (-51.12%) |        8:35:00 |      2313.126 USDT  (115.54%) |  2,044.64991 |
|        |  831/2000 |      279 |    178    0  101 |       -0.37% |     -2040.608 USDT  (-51.02%) |        5:36:00 |      2345.345 USDT  (117.15%) |  2,040.60752 |
